query_order,query_index,query_id,epsilon,position,token_id,token_text,token_category,neutral_raw_shift,terse_raw_shift,verbose_raw_shift,neutral_projected_shift,terse_projected_shift,verbose_projected_shift,raw_across_wrapper_variance,projected_across_wrapper_variance,relation_to_identity
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,24,2359,left,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,25,93815, [\,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,26,396,int,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,27,62,_,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,28,15,0,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,29,61,^,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,30,35702,{\,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,31,37018,frac,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,32,28152, {\,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,33,2493,pi,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,34,15170,}{,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,35,19,4,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,36,3417,}},task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,37,59,\,other,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,0.0,3.814697265625e-06,0.0,0.0,3.233758939637078e-12,higher
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,38,52591,tan,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,39,86167,^n,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,40,1124, \,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,41,2359,left,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,42,320, (,task,-1.52587890625e-05,-1.1444091796875e-05,-1.52587890625e-05,-1.1444091796875e-05,-7.62939453125e-06,-1.1444091796875e-05,3.233758939637078e-12,3.233758939637078e-12,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,43,1124, \,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,44,37018,frac,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,45,45340,{x,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,46,15170,}{,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,47,77,n,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,48,92,},task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,49,1124, \,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,50,1291,right,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,51,873, ),task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,52,59,\,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,53,91550,mathrm,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,54,314, {,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,55,67,d,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,56,92,},task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,57,87,x,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,58,59,\,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,59,1291,right,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,60,90304,]^,task,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,61,35702,{\,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,62,37018,frac,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,63,90,{,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,64,16,1,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,65,15170,}{,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,66,77,n,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,67,3417,}},task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,68,8672, $.,other,0.000476837158203125,0.000476837158203125,0.000457763671875,0.000431060791015625,0.000415802001953125,0.00040435791015625,8.084397349092695e-11,1.1964908076657188e-10,higher
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,69,88190, Hmm,other,-0.03939056396484375,-0.028781890869140625,-0.052143096923828125,-0.017505645751953125,-0.011199951171875,-0.022006988525390625,9.121299889456067e-05,1.9646214140165183e-05,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,70,11,",",other,-3.814697265625e-06,-3.814697265625e-06,-3.814697265625e-06,-3.814697265625e-06,0.0,-3.814697265625e-06,0.0,3.233758939637078e-12,higher
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,71,429, that,other,-1.8671455383300781,-1.8700408935546875,-2.104259490966797,-1.3460769653320312,-1.2543601989746094,-1.5080146789550781,0.01234330677673117,0.010997375948742652,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,72,5868, looks,other,0.06510162353515625,0.06510162353515625,0.048023223876953125,0.05275726318359375,0.050189971923828125,0.037811279296875,6.481594108562503e-05,4.2578383323012124e-05,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,73,264, a,other,-3.0517578125e-05,0.0002899169921875,0.00017547607421875,-1.9073486328125e-05,0.000232696533203125,0.000141143798828125,1.7578713595867157e-08,1.0826624929904938e-08,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,74,2699, bit,other,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,75,63030, intimidating,other,-0.000461578369140625,-0.000461578369140625,-0.000202178955078125,-0.000324249267578125,-0.000301361083984375,-0.000148773193359375,1.495290133688185e-08,6.066531770759159e-09,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,76,518, at,other,-0.08197021484375,-0.08118820190429688,-0.0480194091796875,-0.0561370849609375,-0.05123138427734375,-0.0337066650390625,0.0002503819511427234,9.270060238324934e-05,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,77,1156, first,style,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,78,33422, glance,other,-0.000446319580078125,0.013210296630859375,0.023586273193359375,-0.000232696533203125,0.0096435546875,0.018703460693359375,9.685884126358562e-05,5.980003172428244e-05,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,79,11,",",other,-0.08915328979492188,-0.06783676147460938,-0.06783676147460938,-0.047267913818359375,-0.0332794189453125,-0.03716278076171875,0.00010097652880681885,3.47635779891991e-05,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,80,714, but,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,81,1077, let,other,0.12325668334960938,0.123443603515625,0.15372848510742188,0.10178756713867188,0.09735870361328125,0.131805419921875,0.00020508218828278282,0.0002341402869205922,higher
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,82,752, me,other,0.0,0.0,-0.007968902587890625,0.0,0.0,-0.005859375,1.4111868545619978e-05,7.62939453125e-06,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,83,1438, break,other,0.5644035339355469,0.5681037902832031,0.6644744873046875,0.4459800720214844,0.4249839782714844,0.5314407348632812,0.0021461332055170918,0.0021197113189070174,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,84,432, it,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,85,1495, down,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,86,3019, step,style,-1.52587890625e-05,-1.9073486328125e-05,3.814697265625e-06,-7.62939453125e-06,-7.62939453125e-06,3.814697265625e-06,1.0024652712874943e-10,2.9103830456733704e-11,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,87,553, by,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,88,3019, step,style,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,89,382,.ĊĊ,other,-0.08134078979492188,-0.021320343017578125,-0.08133697509765625,-0.055698394775390625,-0.01447296142578125,-0.055328369140625,0.0008004944635710368,0.0003743152903755092,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,90,5338,First,style,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,91,11,",",other,0.000202178955078125,0.000213623046875,0.00018310546875,0.00017547607421875,0.00018310546875,0.000156402587890625,1.5845418804221684e-10,1.2611659864584604e-10,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,92,1077, let,other,-0.003078460693359375,0.000934600830078125,0.00086212158203125,-0.00212860107421875,0.0007476806640625,0.000705718994140625,3.515344966823856e-06,1.8120141855130594e-06,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,93,752, me,other,0.0045070648193359375,0.006378173828125,0.006378173828125,0.003482818603515625,0.0047245025634765625,0.004974365234375,7.780108717270195e-07,4.2543575141785874e-07,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,94,3535, understand,other,0.01914215087890625,0.08707427978515625,0.07001495361328125,0.015354156494140625,0.06579208374023438,0.055255889892578125,0.0008326485339138242,0.0004719049126530687,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,95,1128, what,other,0.17638778686523438,0.17639541625976562,-0.18866348266601562,0.13351821899414062,0.12539291381835938,-0.139678955078125,0.029614492125498753,0.01610731246506071,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,96,279, the,other,-0.008258819580078125,0.011066436767578125,-0.050418853759765625,-0.00562286376953125,0.008579254150390625,-0.0358428955078125,0.0006590416629074349,0.00034314198354776535,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,97,25098, integral,other,-0.3280067443847656,-0.08624649047851562,-0.09766006469726562,-0.16789627075195312,-0.042995452880859375,-0.060123443603515625,0.012404209209813012,0.0030565071825145017,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,98,4766, inside,other,0.03973388671875,0.002956390380859375,0.07046890258789062,0.030792236328125,0.0025177001953125,0.05559539794921875,0.0007616849713182697,0.00047020980208698247,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,99,279, the,other,0.023097991943359375,0.023101806640625,0.0257415771484375,0.020050048828125,0.01934814453125,0.023044586181640625,1.5507717358155383e-06,2.569289386479391e-06,higher
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,100,3930, limit,other,0.0337677001953125,-0.040660858154296875,0.0339508056640625,0.02600860595703125,-0.027652740478515625,0.026042938232421875,0.0012340604670397523,0.0006403074658010155,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,101,374, is,other,0.0114898681640625,0.014133453369140625,0.0114898681640625,0.00958251953125,0.011844635009765625,0.009548187255859375,1.5530094970017672e-06,1.1546686032993925e-06,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,102,13,.,other,0.0337371826171875,0.09872055053710938,0.08176040649414062,0.02603912353515625,0.07812118530273438,0.06592941284179688,0.0007574127359677934,0.0004947128505187316,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,103,576, The,other,0.175201416015625,0.2057952880859375,0.17535781860351562,0.14750289916992188,0.17380905151367188,0.14720535278320312,0.00020693877983527878,0.00015553988568070863,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,104,25098, integral,other,-0.0302734375,3.814697265625e-05,-0.0302734375,-0.02132415771484375,3.0517578125e-05,-0.0211944580078125,0.00020417603405399455,0.00010072650750064188,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,105,374, is,other,0.00081634521484375,0.00086212158203125,0.000789642333984375,0.000720977783203125,0.00075531005859375,0.00069427490234375,8.957512262794707e-10,6.24115475349956e-10,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,106,504, from,other,0.000919342041015625,0.00099945068359375,0.00095367431640625,0.000823974609375,0.00090789794921875,0.000865936279296875,1.076841726899147e-09,1.1738544950882594e-09,higher
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,107,220, ,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,108,15,0,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,109,311, to,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,110,51745, ÏĢ,other,0.000743865966796875,0.000762939453125,0.000751495361328125,0.000713348388671875,0.000743865966796875,0.000728607177734375,6.144141985310449e-11,1.5522042910257974e-10,higher
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,111,14,/,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,112,19,4,task,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,113,315, of,other,7.62939453125e-06,7.62939453125e-06,7.62939453125e-06,7.62939453125e-06,7.62939453125e-06,7.62939453125e-06,0.0,0.0,tied
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,114,14197, tan,other,4.1961669921875e-05,0.005596160888671875,0.00559234619140625,3.814697265625e-05,0.00421905517578125,0.004428863525390625,6.850656872201297e-06,4.089156088108818e-06,lower
0,0,deepmath:080d513ba3eb59217fa73734372e81f7d68c2aba13c6724482a83e60b35e2eaa,0.004,115,86167,^n,task,0.002452850341796875,0.006938934326171875,0.004058837890625,0.00189971923828125,0.005558013916015625,0.0032501220703125,3.4443445555451844e-06,2.2814525032622946e-06,lower
