query_id,global_query_index,base_margin_decile,domains,prompt_token_count,preferred_token_count,rejected_token_count,base_margin,base_correct,pair_best_method,lgsd_small_margin,lgsd_small_gain_vs_base,lgsd_small_correct,lgsd_medium_margin,lgsd_medium_gain_vs_base,lgsd_medium_correct,lgsd_large_margin,lgsd_large_gain_vs_base,lgsd_large_correct,lgsd_high_margin,lgsd_high_gain_vs_base,lgsd_high_correct,opsd_margin,opsd_gain_vs_base,opsd_correct,lgsd_large_minus_opsd
arena-pref:heldout:000010,10,10,domain_knowledge;real_world;specificity;technical_accuracy,38,248,33,1.3512870694418693,True,LGSD-High,2.044807321281843,0.6935202518399737,True,2.216674353952865,0.8653872845109958,True,1.4866513003352098,0.1353642308933405,True,2.307401784354291,0.9561147149124216,True,2.024441778251969,0.6731547088100998,True,-0.5377904779167593
arena-pref:heldout:000011,11,3,other,77,179,245,-0.16366983617457054,False,LGSD-High,-0.2817807768731577,-0.11811094069858719,False,-0.22432537633382443,-0.060655540159253896,False,-0.31337041466690874,-0.1497005784923382,False,-0.1339775554294691,0.02969228074510144,False,-0.2553983411526901,-0.09172850497811957,False,-0.057972073514218625
arena-pref:heldout:000012,12,3,code;domain_knowledge;real_world;specificity;technical_accuracy,18,543,748,-0.19467140513644843,False,LGSD-High,-0.42120474658719287,-0.22653334145074444,False,-0.5205485870524449,-0.32587718191599646,False,-0.4194558540634863,-0.22478444892703786,False,-0.33253783682192606,-0.13786643168547763,False,-0.33897775194474256,-0.14430634680829413,False,-0.08047810211874373
arena-pref:heldout:000013,13,8,complexity;domain_knowledge;real_world;specificity;technical_accuracy,22,423,622,0.22232363411479727,True,LGSD-High,-0.0430141375988109,-0.2653377717136082,False,-0.17528686304651986,-0.39761049716131713,False,-0.12464023305710237,-0.34696386717189964,False,0.11261715281154938,-0.1097064813032479,True,0.006196392809170392,-0.21612724130562688,True,-0.13083662586627276
arena-pref:heldout:000014,14,6,complexity;domain_knowledge;math;real_world;specificity;technical_accuracy,64,164,288,0.09117287607373903,True,LGSD-Large,0.2957735520391285,0.20460067596538944,True,0.3524643972637209,0.2612915211899819,True,0.4714070052958439,0.38023412922210487,True,0.3674196888437762,0.27624681277003715,True,0.23951959836127634,0.1483467222875373,True,0.23188740693456755
arena-pref:heldout:000015,15,8,code;complexity;domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,21,467,760,0.2859054032433978,True,OPSD,0.15321631231128496,-0.13268909093211284,True,0.16584563321947965,-0.12005977002391816,True,0.11192075877048302,-0.17398464447291478,True,0.14276471374457544,-0.14314068949882236,True,0.18643302623521352,-0.09947237700818429,True,-0.0745122674647305
arena-pref:heldout:000016,16,8,creativity;domain_knowledge;real_world,105,568,450,0.37691567103068024,True,LGSD-Large,0.621647517587844,0.24473184655716373,True,0.6839003589194332,0.306984687888753,True,0.8152122326822533,0.43829656165157305,True,0.678785698790692,0.3018700277600117,True,0.6962892230277147,0.31937355199703443,True,0.11892300965453861
arena-pref:heldout:000017,17,2,creativity;domain_knowledge;real_world,112,101,94,-0.46393286687136936,False,LGSD-High,-1.1753438230763238,-0.7114109562049544,False,-1.2153725528656767,-0.7514396859943073,False,-1.1779024780286291,-0.7139696111572598,False,-1.0094586178104779,-0.5455257509391085,False,-1.1392495971191097,-0.6753167302477403,False,-0.03865288090951946
arena-pref:heldout:000018,18,7,domain_knowledge;real_world,13,513,294,0.1193907071483985,True,LGSD-Medium,0.5606635695744013,0.44127286242600283,True,0.7426785862748868,0.6232878791264883,True,0.7288567712655354,0.6094660641171369,True,0.5990078636573408,0.4796171565089423,True,0.6248647051911869,0.5054739980427884,True,0.10399206607434852
arena-pref:heldout:000019,19,6,complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,79,508,526,0.041506471771247444,True,LGSD-Large,0.1912960523488454,0.14978958057759795,True,0.24822291226905402,0.20671644049780658,True,0.40640166318258486,0.3648951914113374,True,0.16413229450680267,0.12262582273555522,True,0.11629555254709767,0.07478908077585023,True,0.2901061106354872
arena-pref:heldout:000020,20,1,domain_knowledge;real_world;specificity;technical_accuracy,101,66,133,-0.5666623698956168,False,LGSD-Small,-0.28348764087975153,0.28317472901586527,False,-0.44045387158553595,0.12620849831008085,False,-0.746754445310442,-0.1800920754148252,False,-0.4029981746139053,0.1636641952817115,False,-0.4032254385280023,0.1634369313676145,False,-0.3435290067824397
arena-pref:heldout:000021,21,6,code;complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,44,677,789,0.03987957810180709,True,OPSD,0.039436659253643036,-0.00044291884816405336,True,-0.017680039730148644,-0.057559617831955734,False,0.07850013966425595,0.03862056156244886,True,0.10754711105424053,0.06766753295243344,True,0.1351018254652343,0.09522224736342721,True,-0.05660168580097835
arena-pref:heldout:000022,22,8,creativity;domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,852,626,437,0.2587411557760645,True,LGSD-Large,0.4760044019197387,0.2172632461436742,True,0.5848444867061409,0.3261033309300764,True,0.6810546587073061,0.4223135029312416,True,0.49429378131206003,0.23555262553599554,True,0.4535367696652215,0.194795613889157,True,0.2275178890420846
arena-pref:heldout:000023,23,5,code;complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,159,582,669,0.01374543595482669,True,LGSD-Small,-0.1747069963202985,-0.1884524322751252,False,-0.32676224600320314,-0.34050768195802983,False,-0.3553620124420569,-0.3691074483968836,False,-0.1907035945558262,-0.20444903051065288,False,-0.18107743760193395,-0.19482287355676065,False,-0.17428457484012294
arena-pref:heldout:000024,24,8,specificity;technical_accuracy,22,15,16,0.23208290735880555,True,LGSD-Medium,0.4916061719258624,0.2595232645670569,True,0.6556014219919839,0.42351851463317836,True,0.5181834061940509,0.28610049883524535,True,0.5385952472686766,0.30651233990987103,True,0.40080194473266584,0.1687190373738603,True,0.11738146146138506
arena-pref:heldout:000025,25,5,complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,72,629,354,0.00720800474629657,True,LGSD-Large,-0.13125504150757905,-0.13846304625387562,False,0.005719108664118844,-0.0014888960821777264,True,0.015138100525430076,0.007930095779133506,True,0.006645905825156229,-0.0005620989211403415,True,-0.03000064669385827,-0.03720865144015484,False,0.045138747219288344
arena-pref:heldout:000026,26,1,code;domain_knowledge;real_world;specificity;technical_accuracy,11,152,362,-1.366625619302069,False,OPSD,-1.787725183775897,-0.421099564473828,False,-1.8865891825705638,-0.5199635632684949,False,-1.7953214770175925,-0.42869585771552354,False,-1.6552848264068043,-0.28865920710473536,False,-1.5617662791978415,-0.19514065989577256,False,-0.23355519781975098
arena-pref:heldout:000027,27,5,code;complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,608,598,624,-0.004254855306916716,False,OPSD,-0.018609838740881512,-0.014354983433964796,False,-0.10814861709058876,-0.10389376178367205,False,-0.08537390279929369,-0.08111904749237697,False,0.03996657992950914,0.044221435236425854,True,0.0588415590018333,0.06309641430875002,True,-0.144215461801127
arena-pref:heldout:000028,28,10,instruction_following,228,493,48,1.993420279130813,True,LGSD-Large,4.516724340169312,2.523304061038499,True,5.001974308950181,3.0085540298193676,True,5.802391515219831,3.808971236089018,True,4.393653318316168,2.4002330391853546,True,4.122762644589149,2.129342365458336,True,1.6796288706306823
arena-pref:heldout:000029,29,4,domain_knowledge;real_world;specificity;technical_accuracy,40,274,445,-0.14273155269968507,False,LGSD-High,-0.4269008237578604,-0.28416927105817535,False,-0.40956277042458655,-0.2668312177249015,False,-0.5408945625960304,-0.39816300989634534,False,-0.35860483582061065,-0.21587328312092557,False,-0.3647031883390546,-0.2219716356393695,False,-0.17619137425697584
arena-pref:heldout:000030,30,2,other,39,52,73,-0.419897855270273,False,LGSD-Small,-1.1483923708048458,-0.7284945155345728,False,-1.3252466461053007,-0.9053487908350277,False,-1.4903504197790953,-1.0704525645088223,False,-1.8828271357352406,-1.4629292804649676,False,-2.0004161396569273,-1.5805182843866543,False,0.510065719877832
arena-pref:heldout:000031,31,7,creativity;domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,25,185,135,0.15247444710335323,True,LGSD-High,0.5212987271634422,0.36882428006008894,True,0.452151539280369,0.29967709217701577,True,0.49715643683234045,0.3446819897289872,True,0.5971214046230067,0.44464695751965344,True,0.4962277841042946,0.34375333700094135,True,0.0009286527280458756
arena-pref:heldout:000032,32,3,complexity;domain_knowledge;math;real_world;specificity;technical_accuracy,43,395,499,-0.28037620390185164,False,LGSD-High,-0.2959253831044115,-0.015549179202559882,False,-0.3487044215410988,-0.06832821763924718,False,-0.4298043400326661,-0.14942813613081446,False,-0.2673646298419129,0.013011574059938746,False,-0.3477134892320056,-0.06733728533015398,False,-0.08209085080066048
arena-pref:heldout:000033,33,1,creativity;real_world;specificity,32,179,244,-0.5714031885980151,False,OPSD,-1.3868599345869868,-0.8154567459889717,False,-2.171286357127111,-1.5998831685290957,False,-2.7521667743801292,-2.180763585782114,False,-1.4404596871907853,-0.8690564985927702,False,-1.1859215909236627,-0.6145184023256476,False,-1.5662451834564666
arena-pref:heldout:000034,34,3,domain_knowledge;real_world;specificity;technical_accuracy,20,219,395,-0.20764275099885143,False,OPSD,-0.19644733689353733,0.011195414105314105,False,-0.25488253569687025,-0.047239784698018816,False,-0.3489497699211679,-0.14130701892231645,False,-0.20842315890349306,-0.0007804079046416224,False,-0.17526848607101608,0.03237426492783535,False,-0.1736812838501518
arena-pref:heldout:000035,35,1,code;complexity;creativity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,2892,1043,2016,-0.5699887272901932,False,LGSD-Small,-0.8223533494931968,-0.2523646222030036,False,-0.9139098568098276,-0.3439211295196344,False,-1.0263713495068698,-0.4563826222166766,False,-0.8540593783314697,-0.2840706510412765,False,-0.895738231319201,-0.3257495040290078,False,-0.13063311818766876
arena-pref:heldout:000036,36,6,code;creativity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,53,842,947,0.09271121971076546,True,LGSD-Medium,0.08155108556765223,-0.011160134143113232,True,0.23197199345578678,0.13926077374502133,True,0.19589082057324747,0.10317960086248201,True,0.16430167646035188,0.07159045674958642,True,0.13646721947845475,0.04375599976768929,True,0.05942360109479272
arena-pref:heldout:000037,37,10,domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,32,286,100,0.8135835036697923,True,LGSD-Large,1.3220438435694553,0.508460339899663,True,1.5698860731324948,0.7563025694627026,True,2.3244294472007487,1.5108459435309565,True,1.2006206805889423,0.38703717691915007,True,1.3221632884098933,0.508579784740101,True,1.0022661587908555
arena-pref:heldout:000038,38,6,domain_knowledge;real_world;specificity;technical_accuracy,19,474,417,0.09809219542268477,True,LGSD-Large,0.2791830960639574,0.18109090064127265,True,0.2849206735400036,0.18682847811731884,True,0.3391773764764272,0.24108518105374244,True,0.21356373243172988,0.11547153700904511,True,0.26130970390761465,0.16321750848492989,True,0.07786767256881255
arena-pref:heldout:000039,39,1,complexity;domain_knowledge;math;problem_solving;real_world;specificity;technical_accuracy,23,15,66,-0.8568440177223899,False,LGSD-Large,-0.6069837396795097,0.24986027804288025,False,-0.1900188330448036,0.6668251846775863,False,0.29766016873446377,1.1545041864568537,True,-0.8543688976403438,0.0024751200820460895,False,-0.7800639990604283,0.0767800186619616,False,1.077724167794892
arena-pref:heldout:000040,40,2,domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,78,364,504,-0.40437594409099575,False,LGSD-Small,-0.2291667505061672,0.17520919358482856,False,-0.49466521952469544,-0.09028927543369969,False,-0.47182473012670334,-0.06744878603570759,False,-0.2354618309472798,0.16891411314371596,False,-0.2812991378071543,0.12307680628384143,False,-0.19052559231954902
arena-pref:heldout:000041,41,5,domain_knowledge;real_world;specificity,599,333,416,-0.03910826248835142,False,LGSD-High,-0.513069307151472,-0.4739610446631206,False,-0.5695201057874462,-0.5304118432990947,False,-0.6628328836605828,-0.6237246211722314,False,-0.42385453723765165,-0.38474627474930023,False,-0.47012449360025976,-0.43101623111190834,False,-0.19270839006032303
arena-pref:heldout:000042,42,3,creativity;domain_knowledge;real_world;specificity;technical_accuracy,25,515,414,-0.15695448411539237,False,LGSD-High,-0.3653268210688081,-0.20837233695341573,False,-0.4270946470659338,-0.27014016295054144,False,-0.5140853662930536,-0.3571308821776612,False,-0.3243790731147811,-0.16742458899938872,False,-0.3779768797655858,-0.22102239565019344,False,-0.13610848652746776
arena-pref:heldout:000043,43,10,complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,173,484,222,0.6869539129930191,True,LGSD-Medium,1.732952198617626,1.0459982856246068,True,1.7672432097539448,1.0802892967609257,True,1.6939915445873222,1.007037631594303,True,1.140071230486405,0.4531173174933858,True,1.3611274748989568,0.6741735619059377,True,0.33286406968836535
arena-pref:heldout:000044,44,9,other,101,122,72,0.42848552554465824,True,OPSD,0.7855091954840989,0.3570236699394407,True,0.06332425341580095,-0.3651612721288573,True,0.6700511143724337,0.24156558882777546,True,0.8675170296528298,0.4390315041081716,True,1.0303322452447885,0.6018467197001303,True,-0.3602811308723548
arena-pref:heldout:000045,45,10,specificity;technical_accuracy,16,66,15,1.736705392779726,True,OPSD,1.079830262155244,-0.656875130624482,True,0.4974789821740355,-1.2392264106056905,True,-1.3595862533106948,-3.096291646090421,False,0.7861207210656369,-0.9505846717140891,True,1.080102787595807,-0.6566026051839191,True,-2.4396890409065017
arena-pref:heldout:000046,46,2,code;complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,17,1112,556,-0.39750088376106973,False,LGSD-Large,-0.40326893415382425,-0.00576805039275452,False,-0.4109358890451116,-0.013435005284041845,False,-0.3482167737947093,0.049284109966360456,False,-0.3791205608587471,0.01838032290232261,False,-0.4456655927699247,-0.048164709008854945,False,0.0974488189752154
arena-pref:heldout:000047,47,7,code;complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,25,651,443,0.14155896263980894,True,LGSD-Large,0.34942508400990535,0.2078661213700964,True,0.4104705523088439,0.26891158966903494,True,0.49275169044915246,0.3511927278093435,True,0.2629655123658903,0.12140654972608134,True,0.29072588191540505,0.1491669192755961,True,0.2020258085337474
arena-pref:heldout:000048,48,10,domain_knowledge;real_world;technical_accuracy,68,205,4,9.547816495197575,True,OPSD,7.47317660261945,-2.0746398925781246,True,6.05264495756568,-3.4951715376318946,True,6.234133110976801,-3.3136833842207736,True,7.986128346512958,-1.5616881486846168,True,9.19688208975443,-0.35093440544314447,True,-2.962748978777629
arena-pref:heldout:000049,49,9,instruction_following,17,282,124,0.6723200135415384,True,LGSD-Large,1.4859130115810126,0.8135929980394743,True,1.2766285182627355,0.6043085047211971,True,1.7735560161247599,1.1012360025832215,True,1.1902396235469275,0.5179196100053891,True,1.1958329005035213,0.523512886961983,True,0.5777231156212386
arena-pref:heldout:000050,50,2,code;complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,23,908,1008,-0.41989022845547064,False,LGSD-High,-0.5986502260505283,-0.17875999759505767,False,-0.6669242695639762,-0.24703404110850558,False,-0.7208640641344568,-0.30097383567898617,False,-0.597345693195944,-0.17745546474047336,False,-0.6003831989339545,-0.1804929704784839,False,-0.12048086520050227
arena-pref:heldout:000051,51,2,creativity;domain_knowledge;real_world;specificity,56,569,315,-0.32712775696057883,False,OPSD,-0.009302043039522534,0.3178257139210563,False,-0.08852720606206343,0.2386005508985154,False,-0.0417827962269377,0.28534496073364113,False,-0.042744907316684344,0.2843828496438945,False,0.08014078205438624,0.40726853901496507,True,-0.12192357828132394
arena-pref:heldout:000052,52,6,domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,136,671,347,0.09523564543900365,True,LGSD-High,0.04636061803842917,-0.04887502740057448,True,0.02758199777237269,-0.06765364766663096,True,0.07095456532019295,-0.024281080118810694,True,0.09861217716139892,0.0033765317223952707,True,0.0397105586531491,-0.05552508678585455,True,0.031244006667043855
arena-pref:heldout:000053,53,1,other,49,191,354,-0.7178588683488054,False,OPSD,-0.6362766433489244,0.08158222499988099,False,-0.7718194227314257,-0.05396055438262026,False,-0.8736595961217302,-0.15580072777292475,False,-0.6582635732602178,0.05959529508858763,False,-0.5727630529421459,0.1450958154066595,False,-0.30089654317958425
arena-pref:heldout:000054,54,4,domain_knowledge;real_world,16,279,430,-0.11995255366219881,False,OPSD,-0.9060871557343988,-0.7861346020722,False,-0.9057506635843482,-0.7857981099221494,False,-1.0797603500180517,-0.9598077963558529,False,-0.826439174735726,-0.7064866210735272,False,-0.5734209068618219,-0.4534683531996231,False,-0.5063394431562298
arena-pref:heldout:000055,55,1,domain_knowledge,16,335,252,-0.5872443388265841,False,OPSD,-1.0604935707963492,-0.4732492319697651,False,-1.1828422057462002,-0.5955978669196161,False,-1.2688006255107591,-0.681556286684175,False,-1.0298053738066044,-0.4425610349800203,False,-1.0228771797601321,-0.43563284093354804,False,-0.24592344575062697
arena-pref:heldout:000056,56,2,creativity;domain_knowledge;real_world,53,675,457,-0.4287765789828064,False,OPSD,-0.07355764950313937,0.35521892947966704,False,-0.08259552360576095,0.34618105537704547,False,-0.0029806536980490073,0.4257959252847574,False,-0.03700697784708229,0.3917696011357241,False,-0.001101711009481754,0.42767486797332466,False,-0.0018789426885672533
arena-pref:heldout:000057,57,1,specificity;technical_accuracy,16,17,95,-1.3763633420961932,False,LGSD-Large,-1.0841244735953977,0.2922388685007955,False,-0.2084646030107149,1.1678987390854783,False,-0.13516361012178324,1.24119973197441,False,-1.4793150509105013,-0.10295170881430815,False,-1.8249730892594753,-0.44860974716328217,False,1.689809479137692
arena-pref:heldout:000058,58,3,creativity;domain_knowledge;problem_solving;real_world,27,317,313,-0.15157747792990506,False,LGSD-Medium,-0.32114507297030626,-0.1695675950404012,False,-0.19848975278282044,-0.04691227485291538,False,-0.5239931163218259,-0.3724156383919208,False,-0.32580009978169366,-0.1742226218517886,False,-0.37707507881969393,-0.22549760088978887,False,-0.14691803750213195
arena-pref:heldout:000059,59,5,domain_knowledge;math;problem_solving;real_world;specificity;technical_accuracy,27,128,274,-0.033588784672047955,False,LGSD-Medium,-0.601489884792453,-0.5679011001204051,False,-0.569144924626733,-0.5355561399546851,False,-0.8104371920119235,-0.7768484073398756,False,-0.8163917471457571,-0.7828029624737092,False,-0.6010086582089862,-0.5674198735369382,False,-0.20942853380293736
arena-pref:heldout:000060,60,8,code;complexity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,279,290,353,0.33185306533048825,True,OPSD,0.4285405090710632,0.09668744374057497,True,0.4234860458888263,0.09163298055833807,True,0.4085035165539126,0.07665045122342434,True,0.40953070918272594,0.07767764385223769,True,0.4935936265524168,0.16174056122192854,True,-0.0850901099985042
arena-pref:heldout:000061,61,6,domain_knowledge;real_world;specificity;technical_accuracy,20,291,150,0.10056892145949958,True,LGSD-Medium,0.05091065318314092,-0.049658268276358664,True,0.15577875039012157,0.055209828930621985,True,0.05207720569728558,-0.048491715762214005,True,0.04588919492111998,-0.0546797265383796,True,0.12516063283808854,0.024591711378588954,True,-0.07308342714080296
arena-pref:heldout:000062,62,2,domain_knowledge,15,31,98,-0.41832009454241237,False,LGSD-Large,-0.1578106996336608,0.2605093949087516,False,0.12357258624038536,0.5418926807827977,True,0.7313126858478318,1.1496327803902442,True,-0.14201982559696313,0.27630026894544923,False,-0.25663347664909075,0.16168661789332162,False,0.9879461624969226
arena-pref:heldout:000063,63,3,code;complexity;domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,36,396,480,-0.1580832535570319,False,OPSD,-0.20290703677167787,-0.044823783214645974,False,-0.24298925411821615,-0.08490600056118425,False,-0.19629702869087762,-0.03821377513384572,False,-0.1417092245034497,0.016374029053582206,False,-0.13767799030650751,0.020405263250524386,False,-0.058619038384370104
arena-pref:heldout:000064,64,9,domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,33,482,134,0.6059144424005669,True,LGSD-Large,2.2254980060347993,1.6195835636342324,True,2.32228767373521,1.7163732313346431,True,2.553076854053057,1.9471624116524902,True,1.9239475624461053,1.3180331200455384,True,1.827940475861709,1.2220260334611421,True,0.725136378191348
arena-pref:heldout:000065,65,8,code;complexity;creativity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,1491,2096,787,0.22575738820684907,True,LGSD-Large,0.37508607968126195,0.14932869147441288,True,0.4497125380191636,0.22395514981231454,True,0.5361593565029752,0.3104019682961261,True,0.4065474468573627,0.18079005865051365,True,0.39488223644031695,0.16912484823346788,True,0.14127712006265825
arena-pref:heldout:000066,66,10,creativity;domain_knowledge;real_world;specificity,56,254,62,2.125622447747581,True,LGSD-Large,2.9224753351964896,0.7968528874489085,True,3.2907531123976432,1.165130664650062,True,3.4996517855775275,1.3740293378299464,True,2.6130756196982974,0.48745317195071625,True,3.018251898205762,0.8926294504581809,True,0.48139988737176553
arena-pref:heldout:000067,67,3,code;complexity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,81,1081,515,-0.2177318638847252,False,LGSD-Large,-0.1425933367181863,0.0751385271665389,False,-0.12328274728417976,0.09444911660054545,False,-0.05096281448084272,0.16676904940388249,False,-0.1919289330233689,0.02580293086135632,False,-0.18033050012302854,0.03740136376169667,False,0.12936768564218581
arena-pref:heldout:000068,68,9,domain_knowledge;real_world;specificity;technical_accuracy,29,780,378,0.4610249592319562,True,LGSD-Large,0.7442130540219758,0.2831880947900196,True,0.7464984123329348,0.2854734531009786,True,0.8164883482004988,0.35546338896854257,True,0.600874862818394,0.13984990358643778,True,0.6513714844684653,0.19034652523650908,True,0.1651168637320335
arena-pref:heldout:000069,69,5,creativity;problem_solving;real_world;specificity,39,336,370,0.010095823378790003,True,OPSD,-0.22963839436436562,-0.23973421774315562,False,-0.47615472260896174,-0.48625054598775175,False,-0.25526485495278894,-0.26536067833157895,False,-0.2505066014931776,-0.2606024248719676,False,-0.21656914432383267,-0.22666496770262268,False,-0.03869571062895627
arena-pref:heldout:000070,70,6,creativity;domain_knowledge;instruction_following;real_world;specificity,112,218,247,0.09706951656822582,True,LGSD-Medium,-0.1660593922857374,-0.26312890885396323,False,0.11536756146473515,0.018298044896509325,True,-0.00513914618569844,-0.10220866275392426,False,-0.15125270258754675,-0.24832221915577257,False,-0.25818019761101585,-0.35524971417924167,False,0.2530410514253174
arena-pref:heldout:000071,71,2,creativity;domain_knowledge;real_world,130,323,347,-0.422778980159386,False,LGSD-High,-0.5895985639503407,-0.16681958379095474,False,-0.5869694012728788,-0.1641904211134928,False,-0.5235537990347101,-0.10077481887532413,False,-0.5019418545557031,-0.07916287439631708,False,-0.5290067176513551,-0.10622773749196912,False,0.005452918616644986
arena-pref:heldout:000072,72,7,domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,26,440,471,0.19454863965568847,True,LGSD-Large,0.4842000236338204,0.28965138397813195,True,0.48591791910224136,0.2913692794465529,True,0.4912998416943337,0.29675120203864525,True,0.37894578712645965,0.18439714747077118,True,0.4500000788009988,0.2554514391453103,True,0.041299762893334924
arena-pref:heldout:000073,73,7,creativity;domain_knowledge;real_world;specificity,79,416,353,0.21628267161335457,True,OPSD,0.009676937665729302,-0.20660573394762527,True,0.016360712924224696,-0.19992195868912987,True,0.06268495179698119,-0.15359771981637338,True,0.15414181527657078,-0.06214085633678379,True,0.23495592845501956,0.018673256841664987,True,-0.17227097665803837
